start,duration,value
2021-08-29T17:59:36+02:00,[36],[76]
2021-08-29T18:09:34+02:00,[34],[71]
2021-08-29T18:19:45+02:00,[45],[74]
2021-08-29T18:29:39+02:00,[39],[75]
